date,store,model,total_diff,avg_diff,avg_g,win_rate
2026-04-13,マルハンメガシティ横浜町田,革命機ヴァルヴレイヴ2,"+5,100",+196,"2,530",46.2%(12/26)
2026-04-13,マルハンメガシティ横浜町田,ハイビリターン‐30,"+4,600","+2,300","2,876",100.0%(2/2)
2026-04-13,マルハンメガシティ横浜町田,アズールレーン THE ANIMATION,"+4,400",+880,"1,109",40.0%(2/5)
2026-04-13,マルハンメガシティ横浜町田,ファンキージャグラー2,"+3,700",+411,"7,688",55.6%(5/9)
2026-04-13,マルハンメガシティ横浜町田,スーパーブラックジャック,"+2,900",+580,"1,954",40.0%(2/5)
2026-04-13,マルハンメガシティ横浜町田,キングハナハナ-30,"+2,900",+725,"6,293",75.0%(3/4)
2026-04-13,マルハンメガシティ横浜町田,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,"+2,900",+725,"2,278",75.0%(3/4)
2026-04-13,マルハンメガシティ横浜町田,革命機ヴァルヴレイヴ,"+2,800",+233,"1,370",16.7%(2/12)
2026-04-13,マルハンメガシティ横浜町田,ヨルムンガンド,"+2,400",+480,"4,382",60.0%(3/5)
2026-04-13,マルハンメガシティ横浜町田,頭文字D 2nd,"+2,100","+1,050","4,746",100.0%(2/2)
2026-04-13,マルハンメガシティ横浜町田,吉宗,"+1,900",+317,"1,111",33.3%(2/6)
2026-05-01,鶴見UNO,モンキーターンV,"+42,005","+3,000","9,483",71.4%(10/14)
2026-05-01,鶴見UNO,鉄拳6,"+11,926","+1,704","2,620",42.9%(3/7)
2026-05-01,鶴見UNO,マイジャグラーV,"+9,292",+547,"8,341",52.9%(9/17)
2026-05-01,鶴見UNO,戦国乙女4 戦乱に閃く炯眼の軍師,"+7,146","+1,786","8,040",50.0%(2/4)
2026-05-01,鶴見UNO,革命機ヴァルヴレイヴ2,"+4,933",+617,"6,248",50.0%(4/8)
2026-05-01,鶴見UNO,スマスロ秘宝伝,"+4,236","+1,412","4,972",33.3%(1/3)
2026-05-01,鶴見UNO,からくりサーカス,"+3,823",+637,"7,471",50.0%(3/6)
2026-05-01,鶴見UNO,攻殻機動隊,"+3,435","+1,145","7,490",66.7%(2/3)
2026-05-01,鶴見UNO,マギアレコード 魔法少女まどか☆マギカ外伝,"+3,091",+442,"5,568",28.6%(2/7)
2026-05-01,鶴見UNO,スマスロハナビ,"+2,712",+904,"5,429",33.3%(1/3)
2026-05-01,鶴見UNO,化物語,"+2,514",+359,"7,081",71.4%(5/7)
2026-05-01,鶴見UNO,無職転生 ～異世界行ったら本気だす～,"+1,603",+534,"3,886",33.3%(1/3)
2026-05-01,鶴見UNO,ジャグラーガールズSS,+585,+98,"6,744",50.0%(3/6)
2026-05-01,鶴見UNO,東京喰種,+171,+12,"7,603",42.9%(6/14)
2026-05-01,鶴見UNO,ミスタージャグラー,+21,+7,"6,303",33.3%(1/3)
